"","REGION","ISLAND","ANALYSIS_SEC","ANALYSIS_YEAR","METHOD","N","FMP","PIS","RBC","RBP","RBR","RCO","RGR","RLP","ROF","RPA","RPB","RSP","SHR","UKU","TotFish","DEPTH","HARD_CORAL","MA","CCA","SAND","OTHER_BENTHIC","ComplexityValue","MEAN_SH","SD_SH_DIFF","MAX_HEIGHT","TOT_AREA_WT"
"1","MHI","Hawaii","HAW_HAMAKUA","2010-12","nSPC",11,0.277719403453762,0.297506264293479,4.53602315977926,0.0626425743190961,3.20472726261786,0.312982238817002,8.80867083198953,1.48664334012558,2.31765265733755,2.30995216076152,1.27452430035837,0.6594283509791,0,0.243817115306712,25.7922896601388,14.04969713387,13.7107095237848,0.720879289619694,4.86039504756407,9.40258376640391,71.3054323726275,2.79905052630755,NA,NA,NA,4930.831404
"2","MHI","Hawaii","HAW_KONA","2010-12","nSPC",21,0.399980788931477,0,1.21968533109834,0.223515233616801,1.98731938054884,0.357289589845486,5.26669814792111,1.33032363245972,1.78932011452656,1.16016997646642,2.86747661641363,0.545382006783363,0,0.0155055667354076,17.1626663853471,12.9643183039581,40.6419559779513,1.60520534134761,11.0790544509023,9.07958831352225,37.5941959162765,2.87045351646398,NA,NA,NA,5727.459565
"3","MHI","Hawaii","HAW_PUNA","2010-12","nSPC",11,0.218160200179948,0,1.52632929567537,0.0323143103398864,0.746378867987177,0.215893046343935,6.1307223419714,1.12178720546471,1.98514678611842,2.27372609903088,1.22378053039745,0.264690068579895,0,0.119591082049881,15.8585198341389,17.039064323362,21.3436850934067,4.20177836925103,7.88924664529918,11.964449752035,54.6008401400081,1.87352282671957,NA,NA,NA,3050.747533
"4","MHI","Kauai","KAU_EAST","2010-12","nSPC",19,0.00123774484129036,0.528455123764972,1.92790456388414,0.520215164162583,1.60684482449766,0.139944617411448,3.79801826285823,3.84262446886879,3.25095398824939,1.22484167124329,1.1891594857071,0.524600015280358,0,2.88464212347754,21.4394420542468,13.6858999423808,8.14993865365852,14.4284034115366,6.56587795259163,9.07331378540962,61.7824661968037,1.87027730661011,NA,NA,NA,11545.393814
"5","MHI","Kauai","KAU_NAPALI","2010-12","nSPC",6,0.0225633499536153,0.353669740651348,2.70397986384207,0.0141041650524875,0.448396728246161,0.0545174311581505,3.56228249350569,0.866280020141487,3.64262277498439,0.84060591957116,0.709333941675789,0.29732147270213,0,0.107469432121534,13.623147333606,20.7767345737245,7.0666819497884,26.2851499681423,2.2240096215111,4.95504923665066,59.4691092239076,1.15168307888355,NA,NA,NA,6183.949577
"6","MHI","Lanai","LAN_NORTH","2010-12","nSPC",5,0.0184934524443679,2.09669057155594,1.69578404202922,0.00344220454885851,1.39193308210087,0.326008608462954,5.37127288929445,3.2648536390232,0.519739758809315,2.61202862777152,1.73305811666362,0.18777421499494,0,5.15473745209507,24.3758166597943,10.3376188134723,28.0041867947352,6.70053133722888,3.58555423975017,8.81132163997237,52.8984059883134,NA,NA,NA,NA,923.1095809
"7","MHI","Lanai","LAN_SOUTH","2010-12","nSPC",39,0.1110129912466,0.1183323736554,2.32731603023679,0.149087739935398,1.71674330883468,0.336529334780038,4.73609266292884,2.9024206861645,1.98722934018269,2.19009763166739,1.88928128085729,0.75829899532393,0,1.08523882143985,20.3076811972534,9.70433447439122,24.8736174200209,9.09338414523579,4.45021792240582,6.87224430443195,54.7105362079055,NA,NA,NA,NA,1480.6639285
"8","MHI","Maui","MAI_HANA","2010-12","nSPC",5,0.144605342876836,0,0.689874793057915,0.309630780872941,4.40090165250149,0.09922779659995,5.83101826772783,0.912124435857936,2.42791180678791,5.37981742579093,0.251804846926558,0.502081819807233,0,1.18880121876431,22.1378001875718,9.39366221524035,9.51653301123172,10.791290679222,4.93215606554978,2.31621574264141,72.4438045013551,NA,NA,NA,NA,448.4780961
"9","MHI","Maui","MAI_KIHEI","2010-12","nSPC",26,0.106341243529029,0,3.89397609030674,0.172451353763111,0.31341950129703,0.514270503390453,2.54366414622262,2.0436168213473,2.28020519672139,0.560682819469377,1.63302419187084,0.231118181530604,0,1.18848418126303,15.4812542307115,11.9166560468315,43.6559435859108,1.52500509055114,7.36742283912156,11.948220011562,35.5034084728545,NA,NA,NA,NA,1870.5576913
"10","MHI","Maui","MAI_LAHAINA","2010-12","nSPC",19,0.0868946059857501,0,0.825861712435469,0.840270252560973,0.251037292036701,0.144063373378229,1.81799919948257,1.54873918051094,2.33809233086856,0.403723431206828,0.0538154269283784,0.252204867628926,0,0.38092605360203,8.94362772662535,8.35361602743044,17.4454875660651,19.1239627127008,2.00470027499449,14.8011077422021,46.6247417040375,NA,NA,NA,NA,923.2765979
"11","MHI","Maui","MAI_NE","2010-12","nSPC",18,0.108306813899695,0.11324856547551,2.41004768934825,0.0790578166005854,7.04104301334982,0.207650638878935,8.14297399386957,0.95705478213478,2.18640916887315,1.18924782033186,1.67882998855532,0.110979587282943,0,0.127676475523241,24.3525263541237,14.9805070580858,4.86261584791544,7.71404874145648,3.01147173306803,5.44673349579774,78.9651301817623,NA,NA,NA,NA,2291.3105766
"12","MHI","Maui","MAI_NW","2010-12","nSPC",9,0,0.0800385121806418,1.32442860377313,0.151043355010001,2.72846467925843,0.376280438276803,9.30525921889907,0.784214201011512,3.44225068852078,4.60315985213096,1.80851545409874,0.201447761893311,0,0.0915105100255005,24.8966132750789,15.7031984906659,8.80807142670165,8.34860437073823,6.70360905308117,7.13296634626409,69.0067488032149,NA,NA,NA,NA,779.578739
"13","MHI","Molokai","MOL_PALI","2010-12","nSPC",15,0.45592708402606,0.515093953539491,9.24092124939805,0.0999250634272029,26.7223332946551,0.167376949178088,4.72550818038634,2.73073509342576,3.36263813858931,3.65384584601408,1.49556502550556,0.623441587739749,0,0.502113328658513,54.2954247945433,14.0117341898092,6.90802684488752,8.14161051629474,7.37948597587953,9.54622482540407,68.0246518375341,NA,0.819249578561417,0.504596687660743,2.25619615432457,1618.3052796
"14","MHI","Molokai","MOL_SOUTH","2010-12","nSPC",23,0,0.103745583460521,2.94466438620097,0.140417809354332,0.339053885670853,0.37594621876422,3.18047848436682,0.68070110670591,0.79000198905639,1.37150178609749,1.8257601846285,0.0962553952026476,0.237089297406325,0.0272136454584806,12.1128297723735,8.25615419101255,34.4607469203511,10.5690759090196,2.9841016072522,10.7234535721238,41.2626219912532,NA,NA,NA,NA,6129.3253145
"15","MHI","Molokai","MOL_WEST","2010-12","nSPC",22,0.00897926225227633,0.158298180112405,0.851725029468791,0.272060268939117,2.16485864049849,0.0798194230163964,5.1335275607264,1.56205743825406,3.69985401635273,2.94921065417577,0.379601855619477,0.337251242704931,0,0.940465648046337,18.5377092201672,16.2821288523369,7.15894056709693,27.3585581100452,2.47798356253928,12.7632702254124,50.2412475349062,NA,NA,NA,NA,3147.2014287
"16","MHI","Niihau","NII_EAST","2010-12","nSPC",7,0.0322116921362113,3.47712087153096,28.5075397163646,0.715089904626897,5.3188465560842,0.0377060774919535,6.57418246172402,9.25522114329887,2.95301466302095,3.27743211219242,4.0763544675227,0.454672081030107,0,17.9112236281673,82.5906153751913,17.6578159185364,4.42774985016322,4.21349642218504,2.93508841601587,18.3608722462873,70.0627930653485,2.16190045706376,NA,NA,NA,1641.4614035
"17","MHI","Niihau","NII_WEST","2010-12","nSPC",8,0.308586968738617,3.24354183627944,2.81146417891671,0.051889523317574,5.21445169665235,0.0524084701456204,8.54001445111164,0.731860048926104,2.19232104606809,3.05158473136653,3.60550984035261,0.148174160674959,0,7.81001936294025,37.7618263154905,15.9933246744177,1.48078634166793,3.571704008639,4.13075117139043,10.9746295480205,79.8421289302821,2.11094256981709,NA,NA,NA,5380.849639
"18","MHI","Oahu","OAH_EAST","2010-12","nSPC",10,0.0776959031665538,0,0.619025786478601,0.140412206860856,0.433401016735148,0.155911995005818,3.58997148824172,0.448848386942902,1.94802056457519,0.429935991181634,0.0441294352679483,0.249444788262806,0,0.225996644018439,8.36279420673762,10.7316325958717,11.9343182047539,17.9196773243742,8.53907555091725,21.8026542134483,39.8042747065063,2.04046819528526,NA,NA,NA,4369.0862881
"19","MHI","Oahu","OAH_KAENA","2010-12","nSPC",5,0,0,1.32144314136412,0.55150473976886,0.341906095649397,0.267073130088184,7.4676810370329,1.44293741873512,3.50620756849473,1.48055549852279,0,0.623402224369684,0,1.30030350404383,18.3030143580696,23.87,26.8,12.8,5.1,8.7,46.6,NA,0.3765,0.215351887444152,0.83,673.0399306
"20","MHI","Oahu","OAH_NE","2010-12","nSPC",6,0,0,0.575341663069293,0.298994891782376,0.138308822464644,0.0710912305739679,2.85510407451687,0.329840100839357,1.85369409358973,0.453359435529497,0.424477039233991,0.222365560191254,0,0.079789422965781,7.30236633475676,13.5345945406358,12.1352029429961,24.1696864771773,9.03455013805395,6.73070432353562,47.929856118237,1.41260325050096,NA,NA,NA,3819.0808527
"21","MHI","Oahu","OAH_NORTH","2010-12","nSPC",9,0.15547789661766,0,1.74861746442368,0.830946080579919,0.0801598509879521,0.0428102785348546,1.1527233784968,0.00525818780907204,2.54131111126551,0.0085593120243193,0.00273418812696728,0.299077474431747,0,0.157077554855808,7.02475277815429,7.44650239749152,10.2179935251347,18.1002944678102,2.74451752454676,6.37415333365996,62.5630411488484,NA,0.343014135739833,0.238175310546743,1.01220575235669,2003.5085485
"22","MHI","Oahu","OAH_SOUTH","2010-12","nSPC",43,0.0409997508821317,0,0.631859405978302,0.169041970116128,0.640870828228929,0.198300446908222,1.92701369978756,0.708814849843433,3.206965724192,0.135252047825645,0.0648987291006621,0.286123161423644,0,0.0368139795575456,8.0469545938442,10.425636558359,7.56383297228765,17.3127828112404,4.04247826787879,17.8039115207514,53.2769944278417,NA,NA,NA,NA,9041.70869
"23","MHI","Hawaii","HAW_HAMAKUA","2013-15","nSPC",39,0.182910537673212,1.94580568107258,6.28735252066605,2.50027895466317,4.19253467677779,0.416647069161068,12.7841853666365,3.32650470250479,3.29251617166001,4.60235439787915,3.47473342014541,0.453552207955259,0,0.488413698499737,43.9477894052948,15.2220646094323,6.95290642144569,4.25738351873739,3.55349327943906,16.0332343414885,69.2029824388894,NA,0.898261191991927,0.614154843369071,2.41532624834243,4930.831404
"24","MHI","Hawaii","HAW_KONA","2013-15","nSPC",82,0.372138220432822,0.384872425458579,2.00072464950826,1.51779572229879,1.79369655500769,0.665174870409337,8.49376515309128,3.63276140269494,2.94197900738595,1.11114785896258,2.23588805911031,0.927765358496456,0,0.0250636150213799,26.1027728978784,12.2790736142407,26.6123336632311,0.818845889127538,11.0639234999509,9.73273128484224,51.7721656628482,NA,0.658459723401954,0.432480569187349,1.73701838516408,5727.459565
"25","MHI","Hawaii","HAW_PUNA","2013-15","nSPC",24,0.204367435566623,0,2.45651439117769,0.371675037667462,1.0684583786223,0.448209685599304,11.9838793348469,3.18152993016985,3.32944756964091,2.52708820997822,1.52056821317035,1.14975038430988,0,0.530789504800893,28.7722780755504,14.3480205374543,16.4610358075935,4.33146855799252,7.97420930807159,6.41704543873157,64.8162408876108,NA,0.606600392987455,0.430089161618706,1.85321643102324,4063.674913
"26","MHI","Hawaii","HAW_SE","2013-15","nSPC",10,0.109684568979451,0,2.82249191709165,0.351061341437421,2.06177535100974,0.480239623733789,17.1074803131287,4.22609968757889,1.99069869957398,1.61643712944216,3.12552252479106,1.93792064902778,0,1.71281007172238,37.5422218775171,13.1397878680745,21.2728502938027,3.59481649743818,12.5400577298686,5.31246149814373,57.2798139807468,NA,0.657090119926599,0.433947601387376,2.02188202898019,2117.7856618
"27","MHI","Kauai","KAU_EAST","2013-15","nSPC",46,0.00776769622373106,0.417089831365011,1.3008000809386,0.311413649011719,0.682207103444908,0.140387057281008,3.01279667060914,1.47164902667371,4.13554808150559,0.618558880261307,0.384101043245035,0.480730209859169,0,0.231434264526322,13.1944835949452,12.9170102596517,5.96266785316452,16.8732269040102,6.67377946531891,11.2941081703617,59.1962176071447,NA,0.254882160593081,0.162687449345749,0.757941986657479,11545.393814
"28","MHI","Kauai","KAU_NAPALI","2013-15","nSPC",11,0,2.05032876342239,5.04310108037341,0.364806267130279,2.46378002727693,0.255615376664288,7.00974063179359,2.41445843386959,3.78986875560679,6.42118654547753,1.54692366621925,0.229040444373607,0,2.02931141520465,33.6181614074123,18.0222843571769,4.15654195213053,22.4747032340173,3.11799080768333,13.7742521104779,56.476511895691,NA,0.422363072839487,0.32459343498837,1.21974316818096,6581.6733618
"29","MHI","Lanai","LAN_NORTH","2013-15","nSPC",15,0.0217150958748829,0.0488334326670418,1.01552652152224,0.366635805867616,1.42050436804832,0.350839538568079,5.67542370615106,2.57380748396789,1.22889306230378,1.42852551336405,3.21851650504367,0.0935807820791479,0,0.305819970075012,17.7486217855328,9.62307354048924,17.0761912732884,28.0413173753791,4.16141722909566,11.1280191178346,39.5930550044023,NA,0.31394106835224,0.205790525841562,0.860147615830105,1523.0099653
"30","MHI","Lanai","LAN_SOUTH","2013-15","nSPC",29,0.262001988438826,0.0247184178662186,4.46399987194068,0.452933844128809,1.55852046759391,0.430907043534914,6.31644894661093,7.04756776044683,3.26349656906893,1.44740052810042,1.89972287501239,1.41631079561737,0,0.497056406472434,29.0810855148327,9.57942147058785,14.5731175210437,7.50940047866362,4.94269754031976,9.73862309935618,63.2361613606168,NA,0.594820291936601,0.426514631433189,1.72240187042369,1480.6639285
"31","MHI","Maui","MAI_KAHULUI","2013-15","nSPC",15,0.00100268418345647,0.421190766009229,1.97301139142754,1.83679547105094,4.11686798480976,0.968749703456922,8.25787760415282,3.57800125674172,2.72912852240684,1.09509943936127,1.21127857495699,0.289881126785119,0,0,26.4788845253426,10.7825627442376,20.9778459265899,11.9592646377018,4.93779915062141,7.72124183537577,54.4038484497111,NA,0.465646932575031,0.363844819754396,1.46687362352868,2387.6415526
"32","MHI","Maui","MAI_KIHEI","2013-15","nSPC",20,0.234500742201661,0.321429783068338,3.0473300742165,0.172567981552482,0.677858144539321,0.786447741375537,4.02787253953867,5.97595804924345,2.14929530088117,1.22618254085951,2.69065042442735,0.326244143246831,0,0.156431480089043,21.7927689452399,12.4283473318418,36.046645916932,1.84093151909556,6.77469655085924,11.315195880218,44.0225301328951,NA,0.544995298392556,0.354107737044724,1.40531442045187,1870.5576913
"33","MHI","Maui","MAI_LAHAINA","2013-15","nSPC",13,0.0106441357025487,0,0.266578429199692,0.223674269721082,0.555373251582319,0.311363370776562,2.44847429710193,2.4053003755749,2.23046739694551,0.644819189135971,0.124544362504866,0.249114804937151,0,0,9.47035388318253,6.30330525158561,15.0416397015009,12.8219001557306,2.38791436295792,18.5569198918589,51.1916258879517,NA,0.381512790903364,0.271559813083419,1.05181886307368,923.2765979
"34","MHI","Maui","MAI_NE","2013-15","nSPC",15,0.168493233809408,0.444044627158882,3.28181527343065,1.83968325523797,3.68342711500545,0.183506166074192,9.17522075445262,0.660289582168299,3.25785222594306,2.41909413005931,1.29463625423397,1.09186487191151,0,0.248813259706613,27.7487407491919,15.238320544293,6.80742559072168,20.7494265384388,3.86302300484376,6.51844888522099,62.0616759807748,NA,0.960751505749909,0.599298511228963,2.438843181189,2291.3105766
"35","MHI","Molokai","MOL_NW","2013-15","nSPC",16,0.0932337592791922,2.67299225853658,4.44730886064502,1.41539467948925,4.93098207167724,0.400327394350027,10.2756036052431,2.06672696553545,3.31700786875269,1.83488815952509,1.75718835912938,1.44786208775141,0,5.78229586837081,40.4418119382852,15.756489846859,4.4187408563733,4.12488077771276,1.5180195310617,7.66053031455107,82.2778285203012,NA,0.632257490013931,0.410940083265512,1.79495714878817,1835.4615923
"36","MHI","Molokai","MOL_PALI","2013-15","nSPC",13,0.00492863924904949,1.01411057374122,8.12370571471133,0.306311851667599,10.3936030260044,0.0785773435381177,6.99216203815434,1.82398285356792,2.2199415770828,2.32880652359983,1.09045064683115,0.674921675003895,0,0.330059702509328,35.3815621656609,13.3483479826324,4.47944964413128,13.8691435392262,5.56193052812926,11.866960335745,64.2225159527682,NA,0.705853035055995,0.491508021974056,2.0068893412674,1618.3052796
"37","MHI","Molokai","MOL_SOUTH","2013-15","nSPC",44,0.0140245238037462,0.713905466559749,1.84629625231336,0.101981618521228,0.990731101167762,0.714513076492883,8.84460223441281,1.936708462993,2.40653168841674,1.69198309075477,1.80105087228087,0.271335690056713,0,0.697450014743964,22.0311140925176,8.44026233574106,26.6069775592033,7.50299964318274,5.69277047923418,11.18669954122,49.0105527771597,NA,0.531479442888711,0.339417466277249,1.34416942381998,6129.3253145
"38","MHI","Molokai","MOL_WEST","2013-15","nSPC",14,0.000232842023023878,0.10042532954479,1.7986589374363,0.295355437516367,1.00462589830144,0.349695922798452,10.5216424496886,2.88303722743192,3.31423716444364,5.18072028908391,1.10433650841463,0.331325432359943,0,0,26.884293439043,14.5524196754349,8.54998188051656,13.6913333862045,3.54628808477426,16.7965212543179,57.4158753941868,NA,0.281901955846258,0.215948034967685,0.842295461654134,3147.2014287
"39","MHI","Niihau","NII_EAST","2013-15","nSPC",25,0.184932550625537,1.90503674188784,7.2369163220671,0.03835083842717,2.27750310496142,0.100467967384686,4.2913804958792,1.78165638174979,3.80040630828115,1.67921928237674,1.94519127122874,0.175453921920185,1.01317154776319,8.79951486650954,35.2292016010623,15.4424076313461,3.62216996432749,10.0103033128803,2.85671732704332,15.3787609130973,68.1320484826516,NA,0.286629927689553,0.183476383224516,0.831589219340046,2779.4516715
"40","MHI","Niihau","NII_LEHUA","2013-15","nSPC",16,0.919488261124046,0.882106247445987,6.57121449399726,0.743170556814416,7.44144336294408,0.262374285335432,17.2188810552416,4.15955468078776,4.58314458525093,4.51176136350526,3.8808821888283,2.60438488213581,3.11830491594207,7.61821808991814,64.5149289692711,12.9346722825268,4.82555970149254,5.18905472636816,8.57980928689884,4.9486657620986,76.4569105231419,NA,0.736066612957938,0.504381176096343,2.07047527513945,1105.5
"41","MHI","Niihau","NII_WEST","2013-15","nSPC",34,0.276602446870625,3.44567482534061,7.75369788256036,0.401053783705482,14.5575621117437,0.155683847342856,12.0866471185248,3.62225508782813,3.48061016748196,7.0993382230706,4.91021494707067,0.462637787806474,3.28104111302627,2.70379722971632,64.2368165720889,15.08613632528,2.3503616290838,8.14228324660402,4.85853058075017,5.394825518976,79.253999024586,NA,0.526923919322488,0.363468432489086,1.47083469691918,5380.849639
"42","MHI","Oahu","OAH_EAST","2013-15","nSPC",18,0.0182831435592639,0,0.864026308351707,0.0218076832874529,0.76906716567411,0.254474658512626,4.40670806644374,0.712036302659362,1.97179890709894,0.634004924947329,0.316789405248591,0.373580040395798,0,0,10.3425766061789,12.5451021859366,14.9996645984416,14.4479951324677,6.65559485385459,12.7421227161973,51.1546226990389,NA,0.310384283073903,0.213261079681395,0.785506996923054,4369.0862881
"43","MHI","Oahu","OAH_KAENA","2013-15","nSPC",2,0,0,0.497706177155237,0,1.15890980402627,0.143285044243587,0.271628760287068,0,4.65620055653188,0.00995377116945561,0,1.03100232604385,0,0,7.76868643945734,11.625,4.75,27,0.75,9,58.5,NA,0.346875,0.299499485031586,1.35,632.1302084
"44","MHI","Oahu","OAH_NE","2013-15","nSPC",27,0.0728589224410692,0.0164497218045905,0.496756282132421,0.251530444393883,1.675409692338,0.22011309180902,3.97386470813297,0.461408302944301,2.35329495842156,0.840701168964326,0.134863089445458,0.320481477641794,0,0.164590457283109,10.9823223177525,10.438385995586,11.7887456890897,18.6455310550801,6.52147885301328,5.55387274022768,57.4903716625893,NA,0.242099548630271,0.193602616434815,0.793475266673042,7500.0480307
"45","MHI","Oahu","OAH_NORTH","2013-15","nSPC",15,0.0217837778650089,0,0.925775355356451,0.0856104006341131,0.60995627202931,0.151056024566461,3.52981875274998,0.181519968541034,2.89600761385102,0.0915182341407793,0.0415857031205813,0.197617067215551,0,0.211866559601942,8.94411572967224,11.1004514019202,9.93243348139705,20.2483509595088,5.32989603616145,9.80824567835968,54.681073844573,NA,0.332167331778385,0.238599795706738,0.980878202426308,2559.8006913
"46","MHI","Oahu","OAH_SOUTH","2013-15","nSPC",35,0.360530795987673,0.262752312471673,0.971070004310217,0.522446842287603,0.631768084149021,0.145494736419713,3.40604159375888,0.909630665480013,3.40771839044758,0.697305065258167,0.371316631759746,1.12804181206016,0,0.0773898111530037,12.8915067455435,11.022759987184,4.90482370765543,4.53911205601261,1.7964208096119,16.7021261798391,72.057517246881,NA,0.260931085559964,0.203498008016526,0.825409979922295,9041.70869
"47","MHI","Hawaii","HAW_HAMAKUA","2019","nSPC",19,0.27664637046293,1.63269820713044,6.44408188399457,0.436192334318759,3.69079230566873,0.532231834912686,9.57469152135174,3.04397487486293,3.64794784141038,2.15441988308879,1.45418442380243,0.222767502946631,0,0,33.110628983951,12.9446346993981,3.88593567442706,2.19894586780454,4.77999409633976,8.15838265382584,80.9767417076028,NA,0.623166038978939,0.479584401538012,2.07146948976534,4930.831404
