Year,Community,Popdens.norm,PWC.norm,County,Pounds1000,Dollars1000,Dealers1000,CommPermits1000,RecFshTrps1000
2010,Hilo,1.0583747177466427,0.999946298603354,Hawai‘i County,0.89164352754551,0.8162503530679268,0.557770294265513,0.7899194542934241,0.4210528721839632
2010,Honokaʻa-Kukuihaele,1.0240486320384177,0.9999967468511695,Hawai‘i County,0.1804189687565769,0.09672120358229344,0.6982952548195762,0.8975183051445044,0
2010,Kaʻū,0.8773983508056251,0.998664352713408,Hawai‘i County,1.0882722796641926,0.64822901847415,0.45310308016045403,1.407401437723052,0.13595323676444235
2010,Keaʻau-Mountain View,0.8346966946634159,1.0006331539332636,Hawai‘i County,0.8990674213310853,0.7186800681475924,0.23268767733135567,0.6853762579393443,0.009973965965946107
2010,North Hilo,1.023481124852888,1.0022635373726054,Hawai‘i County,0.5980271181882825,0.458929822659001,0,0.7114820739772605,0.10677430405325733
2010,North Kohala,0.8626336796558577,0.9999964668506323,Hawai‘i County,0.6049673795533144,0.29245231591487597,1.187483801737521,1.78065059176076,0.21632719643422643
2010,North Kona,0.9447451351877312,1.0015189587283417,Hawai‘i County,2.609532682240654,1.7901734863531253,1.0542684603151848,3.1791566295067217,7.0566470639766985
2010,Pāʻauhau-Paʻauilo,0.8351664636308266,1.000214062843293,Hawai‘i County,0.40491420192350286,0.23147693790516566,2.6075472487353775,1.8153840746622056,0
2010,Pāhoa-Kalapana,0.9275358020725526,0.9999829966808432,Hawai‘i County,2.1009535866950495,1.6601336621936003,0,1.153982020361632,0.2519005564162764
2010,Pāpaʻikou-Wailea,1.1097053916243296,0.9999706466042299,Hawai‘i County,0.05618126593626191,0.04956130815979151,0,0.35819702929320685,0.34642581780487525
2010,South Kohala,0.9650157728062497,1.0000102898671384,Hawai‘i County,0.49786908249355877,0.3132484657685336,0.8868334007310865,1.3298205960335907,0.6614328902716398
2010,South Kona,0.8951156612104604,0.9991208357060068,Hawai‘i County,1.7357373768426465,1.4916029886477877,0.9888860882137331,2.824476575475385,0.19780968221196107
2010,ʻEwa,0.9597884719102066,0.998384611188229,Honolulu County,0.3804790994870317,0.47351363621439724,0.1375914510665925,0.2515847409159075,0.04928829294552499
2010,Honolulu,0.9661329979058185,0.9982928521245985,Honolulu County,2.982527144491125,3.7836051073209473,0.1810389708131359,0.2573683972346056,0.3257472707199784
2010,Koʻolauloa,0.9650931386196907,1.0000341027734556,Honolulu County,0.4138095163480438,0.41118839105091987,0,0.395058448313272,0.12373072048261273
2010,Koʻolaupoko,1.0184594745914186,1.0000499849423707,Honolulu County,1.398162949692303,1.8031531024147738,0.053328816022249315,0.44838861630887406,0.13372490771050097
2010,Wahiawā,0.8571230952202433,0.9952580826891542,Honolulu County,1.1580632958757877,1.531084076336658,0.08573720936921514,0.17448010992231353,0
2010,Waialua,1.005042967699558,0.9997816875741763,Honolulu County,1.1361714487250085,0.8772935673065881,0,0.6968886870572978,3.5687754382447294
2010,Waiʻanae,0.9724453491976606,1.000376883963134,Honolulu County,1.4316126333706438,1.7179615114994116,0.2709533415464783,0.5804268371398573,0.4906996199834085
2010,ʻEleʻele-Kalāheo,0.985278705045051,0.9999121650594537,Kaua‘i County,0.5215139344566272,0.29643396516684767,0.37443373939360325,1.0427286337061439,3.45873067335228
2010,Hanalei,1.0016858790646128,1.0001369215647622,Kaua‘i County,0.5562020784223966,0.24341960081041664,1.7673944992801665,1.561746085038633,1.183717375874579
2010,Kapaʻa,0.9849201316037466,1.000843783502321,Kaua‘i County,1.9074870464612568,0.9489327621848385,0.7783001617826089,2.417508982825613,1.6513792253150663
2010,Kaumakani-Hanapēpē,0.9630741738507141,0.9999819833964463,Kaua‘i County,2.079497555107634,0.9114671250263908,0,1.315640454273465,0
2010,Kekaha-Waimea,0.926157267760543,1.0000089980624787,Kaua‘i County,2.9368655894539923,2.90665961649008,1.3458488147091305,1.5135910590594621,0.6345757314278808
2010,Kōloa-Poʻipū,0.9406601744662917,1.0001371074681797,Kaua‘i County,1.1548358392331814,1.226272708099735,3.8531980981138054,0.7075017548327449,0.3893155394492077
2010,Līhuʻe,0.9421625314136394,1.0000001242489542,Kaua‘i County,3.5185819078194505,3.8116971383968012,3.8550514884023217,1.7548584490219068,8.11759245485481
2010,Puhi-Hanamāʻulu,0.8644101679944928,1.000000278664492,Kaua‘i County,0.6312119010921508,0.6070154053517565,0.7382446211065065,0.35582444633382093,0.04746637294745214
2010,Wailua-Anahola,0.9739503107968221,1.0000564269383747,Kaua‘i County,0.21202570101639442,0.08843816229556208,0.25136622121441227,0.3769275942652221,0.09158415479950999
2010,East Molokaʻi,1.1165593990320164,1.00001726431288,Maui County,0.4473269041166416,0.5329239717577667,1.2843619416202219,1.1005262187418572,2.752655931065803
2010,Haʻikū-Paʻuwela,0.9745061109039632,0.9999999295918707,Maui County,0.508604519445607,0.48978447900861244,0,0.9885668014163846,0.09890484113972121
2010,Hāna,1.2431435870431051,1.0003085079152916,Maui County,2.1000165302148925,1.9680511423968248,2.678531095211681,2.5820353279957162,0.5740651651338998
2010,Kahului,0.8852779236142685,1.0003081598760037,Maui County,0.22733966651524765,0.20261250987429066,0.8918862544268923,0.4912888520234388,0.483336061385459
2010,Kīhei,0.9510154540114881,1.0006058354358203,Maui County,0.27947436481505394,0.2851485792305948,0.40951356425119656,0.5409682050111698,2.7032331911599896
2010,Kula,0.9447927880287577,0.9995564018933487,Maui County,0.6427070086099865,0.4101404072454111,0,0.944890408488494,0.46155359651446604
2010,Lahaina,0.934336399970776,1.0000108480852448,Maui County,0.783098625934522,0.47373788401071687,1.0953875616328832,0.7207110796343181,4.601382940289314
2010,Lānaʻi,0.9975736217518701,0.9999987738547794,Maui County,0.27237280380886086,0.17491192992994659,1.8882238697738938,1.8201994170362097,1.5580403994043597
2010,Makawao-Pāʻia,1.0162547845085865,1.000000520948282,Maui County,1.3204496079529424,1.5481466323193236,0.45568237380001186,0.780917562239396,0.03255408372764418
2010,Spreckelsville,0.7923860899593888,0.9972707145623483,Maui County,0.40947651885704733,0.36489376407753066,11.24504750741628,1.2044375110026238,1.2050242888034912
2010,Waiheʻe-Waikapū,0.7584028176421291,0.9993786627006128,Maui County,0.3714274634013331,0.2832659142227687,1.2107722744372875,1.1023115849375333,0
2010,Wailuku,0.9868356375620484,1.0144801213477337,Maui County,0.18417795942434445,0.1404621503407831,0.7259887729198481,0.5598676556328681,0
2010,West Molokaʻi,0.9828807201157415,1.0000000951074968,Maui County,0.10630510271054296,0.020273112913743712,1.1922049616163666,0.7661700183988314,0.15330865617038847
2011,Hilo,1.0174396340792948,0.99994583621294,Hawai‘i County,0.8682320511384349,0.798269220391145,0.4512754518259779,0.78717537578436,0.3620007444921216
2011,Honokaʻa-Kukuihaele,1.069698161047573,0.999996747645855,Hawai‘i County,0.3833424462598943,0.2204521649953318,0,1.1456220913330577,0.07163626342391523
2011,Kaʻū,0.8863629651376965,0.9986643267201928,Hawai‘i County,1.2827185914064236,0.9277510437545544,0.8970408272240472,1.3451267932095783,0.24993096351621122
2011,Keaʻau-Mountain View,0.886798783792745,1.0006118347940607,Hawai‘i County,1.0226802148523997,0.9675411888144126,0.10950555907379524,0.6802791076359124,0.00938773136685287
2011,North Hilo,1.0699101124409818,1.0022678373047231,Hawai‘i County,0.4582228136146213,0.3276558180018505,0,0.5104578754165521,0
2011,North Kohala,0.923146523064733,0.9999964150502457,Hawai‘i County,0.46839709412254144,0.2910265843410595,1.109643453069847,1.1885198348255246,0.07134593141750932
2011,North Kona,0.9778222449780073,1.0015255126135667,Hawai‘i County,3.239616838738526,1.968141843929992,1.175323501370139,3.029677076265418,7.158895042300804
2011,Pāʻauhau-Paʻauilo,0.8860026661632411,1.0002139646358932,Hawai‘i County,0.4112678735004079,0.2493918249190831,1.228966939428023,1.316325148959247,0
2011,Pāhoa-Kalapana,0.9577443509891248,0.999989499212853,Hawai‘i County,1.9304332080721598,1.8499750673387323,0,1.2869266036894862,0.2236277249449741
2011,Pāpaʻikou-Wailea,1.1017020738743923,1.0000031137624867,Hawai‘i County,0.01880491359834831,0.02161459230659538,0,0.2405438682100359,0.180495792184686
2011,South Kohala,0.9642006673957396,1.00001057525998,Hawai‘i County,0.5046327723646142,0.30919876476096203,1.0651000616119974,1.0647561694089653,0.21305497932515513
2011,South Kona,0.934100705977361,0.9991222825935251,Hawai‘i County,1.7465149545617444,1.4518882367391677,0.6317442434047856,2.605103605529415,0.12185638865684094
2011,ʻEwa,0.9714034021059965,0.9983845922807223,Honolulu County,0.4323673915045568,0.5615822404452374,0.12623584494953205,0.25169679479620705,0.04890707677332718
2011,Honolulu,0.9795054937922448,0.9982928462934957,Honolulu County,3.1237195323207265,4.125189938479781,0.16233396283527216,0.26776455569068286,0.2856387003454166
2011,Koʻolauloa,0.9760053717861431,1.0000341036013347,Honolulu County,0.39912388251979886,0.4387904597317132,0,0.39064149725305525,0.08156489952846734
2011,Koʻolaupoko,0.9916876142948563,1.0000499770551528,Honolulu County,1.4715885556998731,1.8582397023047916,0.054768494265890165,0.4458280250381506,0.12266243643119427
2011,Wahiawā,0.8708466978051552,0.9952511238479017,Honolulu County,0.9560319492665428,1.2929198823279662,0.08438607642886592,0.2259611540035693,0
2011,Waialua,1.007427496071745,0.9997816651121411,Honolulu County,1.2048312365847431,0.9430703861377944,0,0.6952391833881564,3.338773870677957
